-6.66398,-0.589207,-1.55762,
-6.69456,-0.57465,-0.592481,
-6.67483,-0.572933,-0.611557,
-6.48374,-0.560831,-1.04168,
-6.47597,-0.561616,-1.12862,
-6.65562,-0.588396,-1.56115,
-6.36794,-0.5619,-1.75624,
-6.59397,-0.589544,-1.83135,
-6.65797,-0.589544,-1.59887,
-6.64457,-0.587369,-1.57286,
-6.42298,-0.561679,-1.4931,
-6.30079,-0.558223,-1.9514,
-6.50533,-0.589555,-2.0523,
-6.09389,-0.553829,-2.20322,
-6.18516,-0.589539,-2.31875,
-6.37598,-0.589549,-2.2077,
-6.21342,-0.558074,-2.07032,
-5.98504,-0.556166,-2.27472,
-5.97484,-0.589544,-2.383,
-6.61513,-0.669309,-1.84609,
-6.68573,-0.669296,-1.60543,
-6.52549,-0.669304,-2.06707,
-6.18572,-0.6693,-2.37072,
-6.38428,-0.669304,-2.23559,
-5.97468,-0.958729,-2.36789,
-5.97937,-1.04474,-2.24275,
-6.15572,-1.04474,-2.13554,
-6.17707,-0.958729,-2.31072,
-6.31621,-1.04474,-1.991,
-6.36806,-0.958729,-2.21468,
-6.49514,-0.958755,-2.0343,
-6.43217,-1.04474,-1.78961,
-6.59791,-0.958703,-1.82519,
-6.48181,-1.04474,-1.58198,
-6.66367,-0.958678,-1.6016,
-5.9693,-1.07082,-2.21671,
-5.98922,-1.22225,-2.10275,
-6.16745,-1.21848,-1.94746,
-6.1387,-1.07081,-2.11215,
-6.29465,-1.07082,-1.97126,
-6.40725,-1.07082,-1.77249,
-6.28651,-1.21433,-1.75285,
-6.37374,-1.19632,-1.51909,
-6.45258,-1.07082,-1.57285,
-6.61701,-0.882187,-1.83501,
-6.68189,-0.882187,-1.60748,
-6.52011,-0.882201,-2.03206,
-6.37326,-0.882194,-2.23364,
-6.17452,-0.882188,-2.35278,
-5.97401,-0.882181,-2.39893,
-6.4545,-0.214388,-1.09011,
-6.46068,-0.539398,-1.09258,
-6.51837,-0.539081,0,
-6.50797,-0.219057,0,
-6.38954,-0.224466,-1.50151,
-6.40339,-0.53955,-1.48727,
-6.33398,-0.224516,-1.73068,
-6.34819,-0.539641,-1.74882,
-5.50126,-0.954789,-2.42496,
-5.50993,-1.04474,-2.33909,
-5.50813,-0.548806,-2.38284,
-5.50646,-0.579795,-2.44402,
-6.40202,-0.094393,-1.0895,
-6.44202,-0.167464,-1.08982,
-6.49704,-0.171201,0,
-6.46513,-0.09907,0,
-5.75439,0.360595,-1.12757,
-6.30218,0.000603,-1.1046,
-6.34413,0.03093,0,
-5.78804,0.41093,0,
-5.48851,0.520298,-1.1267,
-5.52546,0.561005,0,
-5.72829,0.24546,-1.58584,
-5.319,0.51504,-1.52101,
-4.87612,0.735823,-1.56694,
-4.62469,0.79542,-1.72282,
-4.64674,0.965584,-1.1666,
-4.77008,0.899976,-1.16526,
-4.82125,0.940306,0,
-4.68813,1.01093,0,
-4.63004,0.875464,-1.56878,
-4.77569,0.82602,-1.47725,
-5.4428,0.483638,-1.43465,
-6.39158,-0.17522,-1.40716,
-6.28172,-0.074523,-1.52982,
-6.37159,-0.17978,-1.50693,
-4.9321,-0.562073,-2.465,
-4.92373,-0.579804,-2.47225,
-4.58106,0.670381,-1.85126,
-4.52664,0.520337,-1.9988,
-5.70141,0.105345,-1.97111,
-5.71452,0.165397,-1.79398,
-4.49527,0.325237,-2.3381,
-4.44853,0.175201,-2.45656,
-5.6836,-0.034742,-2.26927,
-5.7033,0.045293,-2.14808,
-5.67306,-0.191326,-2.34067,
-5.88048,-0.177506,-2.26968,
-6.27505,-0.129588,-1.74689,
-6.31851,-0.179435,-1.72552,
-3.34459,1.33039,-1.81368,
-3.29249,1.23537,-1.89821,
-4.60787,-0.795147,-2.62176,
-4.57594,-0.803479,-2.61576,
-4.62899,-1.02694,-2.56803,
-4.65887,-1.01983,-2.57996,
-3.54596,1.05535,-1.94045,
-3.61452,0.91034,-1.99267,
-3.34447,0.605257,-2.26949,
-3.35804,0.505213,-2.41632,
-4.51336,0.425289,-2.15992,
-3.76108,0.435214,-2.41799,
-4.1233,0.315208,-2.43708,
-4.09673,0.160168,-2.57032,
-4.24686,0.049868,-2.5718,
-4.37478,-0.074832,-2.57328,
-4.18041,-0.122678,-2.72596,
-4.31432,-0.234875,-2.71789,
-4.43271,-0.402667,-2.69072,
-4.59947,-0.332626,-2.55098,
-4.47866,-0.207329,-2.56213,
-4.29158,-0.261542,-2.71079,
-4.40451,-0.421,-2.68534,
-4.84453,-0.970212,-2.4568,
-4.94336,-0.984351,-2.45119,
-4.82418,-0.992504,-2.46719,
-4.83534,-0.9707,-2.45887,
-4.78131,-0.772607,-2.48843,
-4.66667,-1.26719,-2.39439,
-4.70062,-1.27251,-2.35772,
-4.84466,-1.00766,-2.44508,
-4.91146,-1.27226,-2.28199,
-5.51876,-1.24237,-2.20854,
-5.50726,-1.07081,-2.314,
-4.16201,-0.152677,-2.71748,
-3.69121,0.049105,-2.75256,
-3.85697,0.003338,-2.73843,
-3.8705,0.042316,-2.74677,
-3.70473,0.095112,-2.75951,
-3.53913,0.119813,-2.75828,
-3.52959,0.076658,-2.75216,
-2.96144,0.515201,-2.45557,
-2.9862,0.305154,-2.62025,
-3.16792,0.332357,-2.61174,
-3.36304,0.345159,-2.60323,
-3.74193,0.290161,-2.59116,
-3.92512,0.232365,-2.58074,
-3.02575,0.11011,-2.76478,
-3.19395,0.127312,-2.76092,
-3.55213,0.32486,-2.59719,
-2.26639,0.600202,-2.45503,
-6.2749,-0.182984,-1.8657,
-1.9425,-1.15983,-2.55998,
-1.83345,-1.30738,-2.47296,
