1.44301,-0.00863598,0.81973,
1.44129,-0.0640027,0.795063,
1.44298,-0.00966435,0.795063,
1.43985,-0.110305,0.795063,
1.43982,-0.111336,0.819781,
1.43692,-0.205048,0.857647,
1.44586,0.0831503,0.819165,
1.43997,-0.106609,0.857647,
1.44286,-0.0133603,0.857648,
1.44493,0.0533542,0.857648,
1.43755,-0.184428,0.819061,
1.43997,-0.106609,0.881159,
1.44154,-0.0559667,0.881159,
1.44286,-0.0133603,0.881159,
1.42665,-0.0496605,0.785044,
1.42454,-0.117867,0.785044,
1.42451,-0.118801,0.807446,
1.42259,-0.180465,0.806837,
1.42155,-0.214102,0.869782,
1.42462,-0.115063,0.869782,
1.42462,-0.115063,0.891211,
1.42605,-0.0689087,0.891211,
1.4281,-0.00350607,0.891211,
1.4281,-0.00350607,0.869782,
1.42976,0.0503599,0.869782,
1.43127,0.0990961,0.806838,
1.4282,0.000231769,0.807446,
1.42819,-0.000702954,0.785044,
1.38658,-0.116915,0.807446,
1.38873,-0.0477753,0.785044,
1.38661,-0.115981,0.785044,
1.39024,0.00118294,0.785044,
1.39028,0.00211688,0.807446,
1.38362,-0.212217,0.869782,
1.38466,-0.17858,0.806837,
1.39336,0.100981,0.806838,
1.38669,-0.113178,0.869782,
1.39016,-0.00162032,0.869782,
1.39184,0.052245,0.869782,
1.38669,-0.113178,0.891211,
1.38814,-0.0670238,0.891211,
1.39016,-0.00162032,0.891211,
-2.0298,-0.855441,2.35742,
-1.96935,-0.856168,2.3414,
-1.89961,-0.412775,2.36033,
-1.97121,-0.412778,2.37643,
-1.87835,-0.0580414,2.37177,
-1.85435,-0.412678,2.3405,
-1.83852,-0.0580414,2.34853,
-0.667424,-0.412731,1.48215,
-0.639255,-0.412744,1.5036,
-0.607544,-0.0580414,1.51146,
-0.632434,-0.0580414,1.49314,
-0.293571,-0.41274,1.4559,
-0.268639,-0.0580414,1.46481,
0.310197,-0.414357,1.39427,
0.319792,-0.0580413,1.39898,
-0.74172,-0.845498,1.46311,
-0.715068,-0.843616,1.48075,
-0.306884,-0.853326,1.43559,
0.30233,-0.857103,1.36997,
0.897481,-0.412435,1.28706,
0.911402,-0.0580413,1.2949,
1.08238,-0.412619,1.24662,
1.08737,-0.0580413,1.25064,
0.877138,-0.857457,1.26626,
1.02486,-0.854121,1.22816,
-2.11466,-1.17023,2.33532,
-2.08777,-1.16772,2.31177,
-1.94124,-0.853094,2.32112,
-0.843904,-1.23177,1.43914,
-0.817027,-1.23956,1.46357,
-0.318854,-1.25755,1.39786,
0.295674,-1.27439,1.32895,
0.854178,-1.27383,1.22912,
0.976633,-1.27445,1.19639,
